accelX,accelY,accelZ,gyroX,gyroY,gyroZ
0.3817402,-0.9335296,10.106564,0.96383667,-0.25706482,1.1250153
-0.6236297,-4.00476,10.900346,0.48339844,0.63668823,0.8246155
-0.21011186,-0.6001193,12.3737955,0.268219,0.23295593,0.5396576
0.69418395,-1.5918976,13.948572,-0.22340393,0.1482544,-0.068603516
0.8595557,-5.4043975,11.688081,-1.8404694,0.30166626,-0.89845276
-1.4470047,-7.764075,10.16714,-3.0644531,0.8891449,-1.7602386
-4.5659876,-9.794782,12.718171,-1.7951965,0.9152527,-2.0563965
0.23057991,-1.9563954,13.680438,-0.67933655,2.624466,-1.9988708
-0.5034269,-1.8719375,10.04173,-0.5472412,-0.54629517,-2.272644
-2.8916574,-1.8999592,2.5854313,-0.8487091,-3.1364746,-1.4694214
-3.526515,-2.9726443,-0.4222285,-0.18717957,-2.5005188,-0.82388306
-2.077936,-3.4198833,-0.56680375,1.3127136,-0.08023071,0.59664917
9.2065525,-6.8352814,10.865939,1.5779572,-0.44456482,1.8254395
10.37741,1.2784538,19.768929,0.094055176,0.88809204,-2.271576
2.4385824,-2.6535234,2.6252322,-0.54563904,1.2417603,-0.27420044
2.29458,-0.86963964,11.1258545,0.8748932,0.47901917,1.167099
1.1934717,-10.270243,7.1301513,0.21495056,0.16957092,-0.27845764
-5.9538717,-3.3301783,4.3719344,2.3816986,1.2140656,1.2869415
-0.933278,-2.1936436,13.626312,0.92123413,-0.3263092,1.0041199
-2.559586,-4.718791,6.148963,0.78486633,0.35705566,1.2656403
-2.392039,-2.0424776,8.596687,1.2929993,1.0665131,0.88053894
-0.8340455,-1.2986567,8.445285,1.2338867,0.3708954,1.0888062
0.5497694,-3.3139822,8.107933,0.9925995,0.4268341,1.1788177
1.1386456,-0.34268448,9.672995,1.0703583,0.42895508,0.83740234
-1.2967432,-3.524292,11.642644,0.394989,0.7032623,0.83847046
1.006176,-2.264604,11.597058,0.20323181,0.66278076,0.36549377
0.46665165,-2.4324844,12.841233,-0.6526947,0.80659485,-0.06008911
1.6998966,-4.238106,13.486605,-2.453003,0.40286255,-1.0806122
-2.5082083,-7.6428432,12.859615,-2.887619,0.7203064,-1.9940643
-3.3141122,-8.45288,12.738232,-1.6907959,1.7003479,-1.9296265
-0.6644428,-1.4787312,13.876551,-0.5051575,1.1746368,-2.5416107
-1.4447532,-3.1483197,8.09947,-1.054306,-1.9503174,-1.9264221
-3.2404542,-0.95376,1.9846091,-1.0665588,-3.2094574,-1.4539795
-3.7936263,-3.2549303,0.62670946,-0.10195923,-2.2773438,-0.826004
-2.324775,-4.3373475,-1.2403041,1.2993927,-0.36999512,0.25523376
5.4734383,-4.800361,8.746634,1.5950012,-0.40194702,1.5671082
13.043737,1.2448893,30.600067,-0.18452454,-0.5958252,-0.8483734
4.1515236,-0.25701213,3.4346473,-0.3384552,1.1693115,-0.63479614
-0.9348204,-1.0427214,16.313519,0.07115173,0.40126038,1.2150421
1.1908348,-7.2905097,1.8769555,-0.03857422,-0.6427002,-0.46861267
-0.993117,-7.2703986,14.274125,2.308731,1.3450928,1.9133148
1.0420178,-0.96182287,9.7351885,0.6027069,-1.1124725,1.1069183
-2.1401496,-4.418236,6.9400263,0.90470886,-0.30873108,1.1463318
-1.0886576,-2.4989665,9.378561,1.2514648,0.34959412,0.75431824
-1.3595136,-1.679064,7.805499,1.1944733,0.2073822,0.97854614
-0.7169119,-3.4369826,8.594595,0.91696167,0.2574463,1.2571106
-0.27092963,-1.695011,10.45624,0.9164276,0.571167,0.83847046
-0.9710368,-3.1733077,11.912935,0.46476746,0.57862854,0.9567108
0.75616467,-1.4705809,12.496293,0.1627655,0.73202515,0.13964844
0.55067563,-3.4642797,12.202747,-0.32673645,0.16477966,-0.20709229
0.47625577,-6.0978246,11.195025,-2.232483,0.4454651,-1.3288116
-1.3312964,-8.23453,12.672931,-2.5536652,1.0233765,-2.1511993
-2.465063,-10.222408,12.529357,-1.3270111,2.0875702,-2.051056
-0.027550578,-1.3099577,12.070688,-0.51794434,1.2119293,-2.2779694
-0.6955339,-2.7574985,8.442265,-0.99998474,-1.3846588,-1.9828796
-2.7686691,-1.8893414,3.0549986,-1.1325989,-3.0352783,-1.4832764
-3.340009,-3.9800239,0.53605974,-0.16001892,-1.9279327,-0.7349243
-1.9215384,-3.9787385,0.30598703,1.0543823,-0.11380005,0.16255188
4.3540993,-4.667412,6.7964306,1.9859619,0.091796875,1.6363525
12.584436,1.9891224,31.63338,0.035995483,-0.497818,-0.77433777
4.3806562,-0.16964483,3.843801,-0.50408936,1.2018127,-0.90589905
2.9693992,-3.7559457,18.13637,-0.51475525,1.1416168,0.79319763
-1.6560063,-3.6585207,-1.1505125,0.22773743,-0.3454895,0.34524536
0.13911474,-6.653365,15.173041,2.7145996,1.6018219,1.6422119
-0.6434078,-2.5552347,7.3294973,0.61763,-0.55215454,1.0184937
-2.6914344,-5.297441,6.880506,0.7268219,0.37356567,1.5894775
-2.177798,-1.1276937,9.223076,1.1763611,0.5999298,0.81396484
-0.437604,-2.176824,7.732332,1.2940674,0.6446686,0.9348755
-0.05136262,-3.3044271,8.209229,0.78060913,0.6084595,1.1489868
1.4451221,-1.4197011,9.8132715,1.0314789,0.25904846,0.9455261
-1.8826029,-3.111823,10.951442,0.32839966,0.5700989,0.97854614
1.40202,-1.106105,11.895948,0.30603027,0.4342804,0.4507141
0.5332677,-2.0282476,13.000219,-0.23617554,0.15092468,-0.15170288
1.6717947,-6.4365487,12.575237,-1.9384766,0.31710815,-0.99858093
-1.0615427,-7.380254,9.539966,-2.8908234,1.143219,-1.7501221
-2.1722202,-7.51701,12.647038,-1.2673645,2.256424,-1.8028564
0.8014074,-1.1988751,13.947585,-0.512619,1.9022217,-2.1836853
-0.63628715,-2.8095214,9.555339,-0.6191406,-0.9942322,-1.9855499
-2.9743257,-1.8905551,2.0161273,-0.8156891,-2.7796173,-1.2984467
-3.3290792,-3.880602,0.13617975,0.12387085,-1.9476471,-0.52827454
-2.1907399,-3.9824927,-0.31740302,1.239212,-0.26187134,0.4272766
6.818308,-5.561574,9.373843,1.5848846,-0.9228668,1.628891
10.930798,1.2840679,24.056734,-0.14350891,0.26651,-1.749588
-0.5075205,-2.7004728,3.3495684,-0.25428772,1.2998047,-0.5138855
4.270465,-5.959974,14.957462,-0.005554199,0.7836914,0.6712189
-6.2504764,-2.7166886,1.5841813,0.51483154,0.64094543,0.24298096
-2.4936354,-7.3549294,11.967889,1.7547913,0.56744385,1.6363525
0.052444667,-2.4397478,9.320059,0.7156372,-0.6895752,0.87841797
-2.522006,-4.8279243,7.2022715,0.9313507,0.26704407,1.1292877
-1.0623157,-1.8915547,8.734106,1.208847,0.6872864,0.68666077
-0.38277897,-1.852009,8.329362,1.0250854,0.4300232,0.88534546
0.41543236,-3.5328028,7.711296,0.9249573,0.36557007,1.0675049
0.94980145,-0.45928252,9.641582,1.0293579,0.4380188,0.97268677
-0.61324847,-2.5299373,12.008922,0.39552307,0.6036682,0.7346039
0.08888823,-1.3028255,11.13568,0.1078949,0.32989502,0.4107666
-0.052408993,-2.7498071,12.935627,-0.2947693,0.5988617,0.17533875
2.4052966,-4.5475082,12.215364,-1.9603119,0.5477295,-0.710968
-2.4031124,-4.348425,10.651066,-3.1699219,0.69633484,-1.7426758
-3.3572826,-9.224237,13.382679,-1.7302094,0.7517395,-2.3019257
0.1670956,-2.9244313,12.610339,-0.6175537,1.7067413,-1.8955383
-0.23318028,-2.0810223,10.598347,-0.5328522,-0.3609314,-1.9503937
-2.6133528,-3.1561775,5.656832,-0.9648285,-2.8456573,-1.7378693
-3.154941,-2.5013554,0.9641652,-0.26867676,-2.2469788,-0.94851685
-2.5686955,-4.585372,0.25092578,0.8914032,-0.8440399,-0.05795288
0.20891285,-5.0251293,3.3289363,1.9220428,0.24253845,1.4424744
18.380598,-5.1811857,24.069328,0.16542053,-2.0983887,1.4216919
5.918685,-0.5144768,5.5423427,-0.05934143,0.9013977,-1.8704987
-0.74559295,-6.6629567,8.554124,0.37208557,0.71284485,0.7878723
-0.49908543,-2.440154,18.895578,-0.5419159,0.44334412,-0.8467865
-7.050961,-1.7412031,-0.23661286,0.45783997,-0.021652222,0.7729492
0.28649953,-5.3030477,17.664331,1.1950073,0.40446472,1.0291443
-1.3726358,-3.6230085,6.9790874,0.21495056,-0.797699,0.91622925
-1.8033916,-5.058771,8.120272,0.97769165,0.51737976,0.9471283
-0.5746309,-1.6713874,9.610366,1.0176392,0.6824951,0.6946564
-0.6211271,-1.745686,8.462897,0.81895447,0.4215088,0.8278198
0.49918935,-3.5768764,7.7768855,0.905777,0.13069153,1.0280762
-0.14061522,-1.4727895,9.494313,0.8466644,-0.36146545,1.0184937
-0.8500623,-2.1362727,10.795507,0.17553711,0.31976318,0.83314514
0.15357739,-2.3357131,10.315234,0.09991455,0.41404724,0.20516968
0.050111055,-1.5019063,12.387706,-0.32939148,0.19566345,0.09011841
1.4838796,-3.1516094,12.14629,-0.8417816,0.14878845,-0.4116211
-1.9565105,-5.4327316,8.734018,-2.9520721,0.21963501,-1.3655701
-3.925982,-8.815425,12.31699,-1.8090515,0.79008484,-2.0707703
-0.7146652,-3.478048,13.6913185,-0.72247314,1.861206,-1.573822
-0.025791526,-0.7063706,12.756412,-0.57707214,-1.9950562,-2.048935
-2.4806294,-2.5715985,9.198645,-0.60902405,-3.4613953,-1.7202911
-3.3572512,-2.775834,4.321764,-0.21647644,-4.0920258,-0.7588959
-2.8598886,-5.2244077,3.4489543,0.32839966,-3.0997314,-0.120269775
-0.9009721,-5.304012,4.8339324,0.8972626,-1.9343262,0.20303345
5.381155,-2.9574018,11.797036,0.92974854,-3.6866913,0.47680664
2.4760327,-4.3460636,10.974539,0.5611725,-3.153534,0.02619934
0.20955443,-10.380135,9.393962,-0.1035614,-2.2080994,-0.15914917
-2.9624798,-12.035924,1.7969329,0.52708435,-0.11592102,0.6280823
2.4172583,1.1433353,15.776692,0.10523987,-1.05336,0.034729004
0.61687386,2.2478702,10.350881,-0.18025208,-1.0842438,-0.2955017
-0.2060216,-1.8647989,9.9635725,0.33213806,-2.3993225,-0.32746887
-1.2703068,-1.8627963,8.792758,0.20111084,-2.8579102,-0.23318481
-1.0346451,-3.1062603,9.734499,0.41629028,-2.7732239,-0.19856262
-1.3928254,-4.4808707,9.832929,0.35343933,-2.7481995,-0.12080383
-2.120135,-3.0301843,9.636727,0.1904602,-2.5766907,0.057632446
-2.2083137,-3.2499418,8.759362,0.19525146,-2.4706879,0.074142456
-2.7594678,-2.8284478,8.961138,0.22294617,-2.6043854,0.17427063
-1.4867594,-5.326389,8.665389,0.13346863,-2.389206,0.16947937
-1.5534313,-3.8853173,9.357232,-0.3735962,-2.3828125,0.53700256
-0.3143108,-3.2956731,9.568912,-0.5738678,-1.9210205,0.3282013
2.0245695,-3.8985739,10.26619,-1.7323456,-2.5330048,-0.14743042
1.5294083,-4.1276884,9.499029,-2.5419464,-1.7697449,-0.52879333
1.3129287,-4.0749507,10.453551,-2.423706,-1.3830566,-1.3234863
-3.9154458,-2.8249369,10.407963,-0.34750366,0.61750793,-1.4454651
4.7721786,-3.4207711,11.407135,0.87968445,-0.46746826,-2.4265747
1.2498772,-4.561097,9.755297,0.059432983,-2.3971863,-1.7373505
-0.4291525,-4.551628,6.4816446,-0.12753296,-1.8757477,-1.5557098
0.7877331,-4.2010026,5.131628,0.1590271,-1.7207489,-1.191391
2.0413425,-3.8029728,3.6665244,0.46955872,-1.1055603,-0.5096283
5.6035094,-2.2983012,7.4484124,0.4727478,-0.43389893,0.14178467
8.406341,-0.81126714,13.158694,0.284729,-1.4842529,0.005432129
6.928544,-3.0267951,8.632206,-0.023132324,-0.36520386,-0.4915161
4.873233,-2.7371354,12.537185,-0.44444275,0.5924835,-0.13252258
-1.1491182,-5.3713336,2.372074,0.19258118,-0.27305603,0.60517883
-2.7434149,-4.6301064,10.117809,1.4261627,1.4691925,1.1500549
-1.3353026,-2.2544124,9.982955,1.2626495,0.3746338,0.8134308
-0.3429594,-3.1995273,9.456504,0.858902,-0.07064819,0.9657593
-1.4292662,-4.526697,8.310174,1.1012573,0.3762207,1.0866699
-0.45178422,-2.2602444,10.096098,0.80618286,-0.46479797,0.95617676
0.5347409,-0.7831981,8.6961,1.0788879,0.17701721,0.8555145
-1.4999653,-2.6929436,7.7583184,1.1129761,-0.20806885,0.75431824
-0.5815922,-4.661563,7.1966496,0.9755554,-0.24855042,1.024353
-0.66500396,-1.4325018,10.803584,1.0272217,0.04386902,1.0776215
0.488564,-4.782247,11.392918,0.67248535,0.48329163,0.6318054
0.82146686,-2.5121734,13.060534,0.18992615,0.50138855,0.21209717
1.6855043,-4.2056384,13.276334,-0.5584259,0.6276245,-0.2800598
0.7901994,-4.241424,11.061851,-2.566452,0.58662415,-1.2345428
-1.7274275,-5.5733833,11.383908,-2.775772,0.78208923,-1.9237671
-2.9481194,-8.950486,12.384706,-1.5677643,1.6252441,-1.9871521
-1.0967218,-2.4688323,12.50049,-0.36561584,0.6798248,-2.2529297
-0.72250015,-2.8856058,10.505574,-0.831131,-1.4288635,-2.2300262
-2.9324675,-2.7622135,3.5742135,-0.8764038,-3.029953,-1.5679626
-3.045004,-3.6330013,0.9708972,-0.17546082,-2.3945312,-0.6933899
-1.4100734,-3.601064,-1.1282343,1.0421295,-0.6235199,0.1289978
6.002347,-3.7192817,7.462949,1.4416046,-0.23257446,1.3061218
10.48307,1.8186408,30.819008,-0.17546082,0.33840942,-0.83132935
4.2948084,-2.3627522,3.6729183,-0.3027649,0.332016,-0.8899231
1.608023,-3.9449406,11.579191,0.60112,0.15411377,0.9721527
0.19410866,-6.6923027,11.989184,0.45837402,-0.23310852,-0.2704773
-8.942473,-1.9411795,1.1931015,1.2967377,0.61750793,1.2725677
-0.6708565,-4.2439146,16.771461,1.2796936,0.5498657,0.7495117
-1.9214404,-4.917731,6.449845,0.8418579,-0.24429321,1.3034515
-1.0852572,-2.9570177,9.570305,1.0874023,0.12962341,0.76123047
0.08732478,-2.3182023,7.895893,1.1012573,0.8816986,0.8352661
0.19813818,-2.2361007,7.9806213,1.0171051,0.33361816,0.91622925
-0.765492,-3.7080708,8.102036,0.7965851,0.10618591,1.0909271
-0.53609866,-1.260705,11.295076,0.74598694,0.524292,1.0483246
-0.18799168,-2.1885393,11.923223,0.4807434,0.35917664,0.52633667
0.18344632,-2.853961,12.355583,0.001907349,0.7006073,0.20037842
2.1862128,-4.608057,12.38372,-0.7006378,0.41723633,-0.27845764
0.4938872,-5.2645307,9.847727,-2.3699036,0.37728882,-1.1152344
-2.781894,-9.350913,12.084742,-2.4604492,0.7783661,-2.0808868
-2.2314572,-9.269798,11.651656,-1.2380676,1.9256592,-1.8971252
0.81996703,-1.4543406,12.126822,-0.19143677,1.6929016,-2.1911469
-0.22647846,-2.1593137,8.825874,-0.7496338,-1.0634766,-1.8678436
-1.9720515,-2.2977102,3.6640697,-0.831131,-2.8350067,-1.0885925
-3.260581,-3.8175488,0.3056562,0.06954956,-2.0227509,-0.41001892
-1.2230479,-3.8045113,0.33761477,1.222702,-0.15693665,0.30796814
6.361673,-5.97099,7.8160415,1.76651,-0.036026,1.4605865
10.928648,0.78203773,27.66988,-0.15255737,0.6207123,-1.6958008
3.9095962,-1.6735601,3.4666603,-0.61808777,0.7027283,-0.59217834
-0.7307446,-4.1826425,11.050762,0.31774902,0.46730042,1.101593
1.5825063,-5.908608,4.679901,0.6698303,-0.041885376,-0.38285828
-6.385396,-1.8334341,5.3057804,2.2858276,0.37409973,1.469101
-0.83065325,-3.4718778,10.766587,0.8764801,-0.47491455,0.97003174
-2.609248,-6.072383,5.2517214,0.77049255,0.07688904,1.4707031
